"id_discente","discente_matricula","sexo","ano_nascimento","raca","ano_ingresso","periodo_ingresso","pais","curso","nivel","modalidade","estado","polo","forma_ingresso","programa_cota","discente_situacao","periodo_atual","data_colacao_grau"
"bc3149933059742684c445c54c80ee53"," 2017101***","F","1988","Parda","2017","1","Brasil","ADMINISTRAÇÃO PÚBLICA","G","A Distância","Ceará","Aracati","SiSU","ÉTNICO","ATIVO","8",""
"bcaf5ae6a0188e2733e60a498bc4f299"," 2015201***","M","1978","Branca","2015","2","Brasil","ADMINISTRAÇÃO PÚBLICA","G","A Distância","Ceará","Limoeiro do Norte","VESTIBULAR","NENHUM","ATIVO","10",""
"bcf85707f65a4febb0dcd366dea2efa8"," 2015200***","M","1991","Parda","2015","2","Brasil","ADMINISTRAÇÃO PÚBLICA","G","A Distância","Ceará","Redenção","VESTIBULAR","NENHUM","ATIVO","11",""
"be2e31a3ddaab41e6d91c3aa30df03e7"," 2017208***","M","1991","Não declarada","2017","2","Brasil","ADMINISTRAÇÃO PÚBLICA","G","A Distância","Ceará","Aracati","VESTIBULAR","Não aplicavel","ATIVO","6",""
"c0431313353591fa9b72b39a0ba7d8d3"," 2017206***","F","1988","Parda","2017","2","Brasil","ADMINISTRAÇÃO PÚBLICA","G","A Distância","Ceará","Aracati","VESTIBULAR","Ampla Concorrência","ATIVO","7",""
"c10f4f9a89f6578790320f53062eda10"," 2017207***","F","1985","Branca","2017","2","Brasil","ADMINISTRAÇÃO PÚBLICA","G","A Distância","Ceará","Aracati","VESTIBULAR","Ampla Concorrência","ATIVO","7",""
"c51bdf1eba9629c916fc9a13e451f7c0"," 2014100***","M","1984","Parda","2014","1","Brasil","ADMINISTRAÇÃO PÚBLICA","G","A Distância","Ceará","São Francisco do Conde","VESTIBULAR","","ATIVO","13",""
"c83d117f4350a4b30d1ec324f389e12a"," 2015200***","M","1970","Não declarada","2015","2","Brasil","ADMINISTRAÇÃO PÚBLICA","G","A Distância","Ceará","São Francisco do Conde","VESTIBULAR","NENHUM","ATIVO","11",""
"c85289eb0779a7e5051a310a059c5d94"," 2017207***","F","1986","Não declarada","2017","2","Brasil","ADMINISTRAÇÃO PÚBLICA","G","A Distância","Ceará","Aracati","VESTIBULAR","Ampla Concorrência","ATIVO","7",""
"cb7295d5a4257d53180c092873214b3a"," 2017101***","M","1977","Negra","2017","1","Brasil","ADMINISTRAÇÃO PÚBLICA","G","A Distância","Ceará","Aracati","SiSU","NENHUM","ATIVO","8",""
"ce118ae9877207167204a2e0586e5c85"," 2015200***","M","1991","Parda","2015","2","Brasil","ADMINISTRAÇÃO PÚBLICA","G","A Distância","Ceará","São Francisco do Conde","VESTIBULAR","NENHUM","ATIVO","10",""
"d0449303dbdfa265533faab987f8986b"," 2017206***","F","1987","Parda","2017","2","Brasil","ADMINISTRAÇÃO PÚBLICA","G","A Distância","Ceará","Aracati","VESTIBULAR","Ampla Concorrência","ATIVO","7",""
"d0619040e44e7f02d1c67910e3b85f04"," 2017209***","F","1991","Branca","2017","2","Brasil","ADMINISTRAÇÃO PÚBLICA","G","A Distância","Ceará","Aracati","VESTIBULAR","Não aplicavel","ATIVO","7",""
"d342225d785c05d5bce0c8c931a13e6e"," 2017101***","M","1997","Não declarada","2017","1","Brasil","ADMINISTRAÇÃO PÚBLICA","G","A Distância","Ceará","Aracati","SiSU","NENHUM","ATIVO","8",""
"d441eb0b81fdc93631c0d297a0183502"," 2017101***","F","1985","Não declarada","2017","1","Brasil","ADMINISTRAÇÃO PÚBLICA","G","A Distância","Ceará","Aracati","SiSU","NENHUM","ATIVO","8",""
"d5f405d8f470b6b3bc9cf8cb0745c18f"," 2017206***","F","1974","Parda","2017","2","Brasil","ADMINISTRAÇÃO PÚBLICA","G","A Distância","Ceará","Aracati","VESTIBULAR","Ampla Concorrência","ATIVO","7",""
"d6b7a0d08ab0868f22ae8e6a464bd57d"," 2017208***","M","1985","Negra","2017","2","Brasil","ADMINISTRAÇÃO PÚBLICA","G","A Distância","Ceará","Aracati","VESTIBULAR","Não aplicavel","ATIVO","7",""
"d88076239489be4d2e74962ac7c3e4ef"," 2015200***","F","1979","Parda","2015","2","Brasil","ADMINISTRAÇÃO PÚBLICA","G","A Distância","Ceará","São Francisco do Conde","VESTIBULAR","NENHUM","ATIVO","11",""
"da3294493c7b7e2e34fe1c7b79be8bfe"," 2017100***","F","1999","Não declarada","2017","1","Brasil","ADMINISTRAÇÃO PÚBLICA","G","A Distância","Ceará","Aracati","SiSU","NENHUM","ATIVO","8",""
"dadb627477178e911db28b8e3a6446ce"," 2017208***","M","1994","Parda","2017","2","Brasil","ADMINISTRAÇÃO PÚBLICA","G","A Distância","Ceará","Aracati","VESTIBULAR","Não aplicavel","ATIVO","7",""
"dc0a47db20d76ffeb1cbaf33ff95c7af"," 2017206***","M","1970","Negra","2017","2","Brasil","ADMINISTRAÇÃO PÚBLICA","G","A Distância","Ceará","Aracati","VESTIBULAR","L5 - independentemente da renda (Lei nº 12.711/2012)","ATIVO","6",""
"dc2f7567842ecdbdcf743960c1174ada"," 2017206***","M","1993","Negra","2017","2","Brasil","ADMINISTRAÇÃO PÚBLICA","G","A Distância","Ceará","Aracati","VESTIBULAR","Ampla Concorrência","ATIVO","6",""
"dc3c6cfe1ddbb6fded95446cd927e84a"," 2017101***","F","1982","Não declarada","2017","1","Brasil","ADMINISTRAÇÃO PÚBLICA","G","A Distância","Ceará","Aracati","SiSU","NENHUM","ATIVO","7",""
"dc64ebddb0c2f486536aa5f955795b58"," 2017208***","F","1994","Parda","2017","2","Brasil","ADMINISTRAÇÃO PÚBLICA","G","A Distância","Ceará","Aracati","VESTIBULAR","Não aplicavel","ATIVO","7",""
"dd3da0ef8cdab9b979573992b0bda632"," 2015201***","M","1982","Parda","2015","2","Brasil","ADMINISTRAÇÃO PÚBLICA","G","A Distância","Ceará","Limoeiro do Norte","VESTIBULAR","NENHUM","ATIVO","11",""
"df9545bbd3c498a15ffe30d1a057c78c"," 2015201***","F","1986","Parda","2015","2","Brasil","ADMINISTRAÇÃO PÚBLICA","G","A Distância","Ceará","Limoeiro do Norte","VESTIBULAR","ESCOLA PÚBLICA","ATIVO","10",""
"dfae81ed26005523453252d9babc71f3"," 2017208***","M","1994","Parda","2017","2","Brasil","ADMINISTRAÇÃO PÚBLICA","G","A Distância","Ceará","Aracati","VESTIBULAR","Não aplicavel","ATIVO","6",""
"dfb06dad051371dd1f7aed4a8edaca40"," 2017207***","M","1987","Não declarada","2017","2","Brasil","ADMINISTRAÇÃO PÚBLICA","G","A Distância","Ceará","Aracati","VESTIBULAR","Ampla Concorrência","ATIVO","7",""
"dfc8a9510df008af7ea125ef30067ce9"," 2017209***","F","1989","Branca","2017","2","Brasil","ADMINISTRAÇÃO PÚBLICA","G","A Distância","Ceará","Aracati","VESTIBULAR","Não aplicavel","ATIVO","6",""
"e30808c48ed3f041bda13a559d80bab0"," 2017101***","M","1993","Não declarada","2017","1","Brasil","ADMINISTRAÇÃO PÚBLICA","G","A Distância","Ceará","Aracati","SiSU","SOCIAL","ATIVO","8",""
"e364a410aaad1f6e0d01cebe4c977239"," 2017100***","M","1988","Não declarada","2017","1","Brasil","ADMINISTRAÇÃO PÚBLICA","G","A Distância","Ceará","Aracati","SiSU","NENHUM","ATIVO","8",""
"e380cacbd6b628abd4e5d36e419c56ea"," 2017208***","F","1987","Negra","2017","2","Brasil","ADMINISTRAÇÃO PÚBLICA","G","A Distância","Ceará","Aracati","VESTIBULAR","Não aplicavel","ATIVO","7",""
"e6092e5e5af4c99c784383ae1e91b06f"," 2017206***","M","1984","Não declarada","2017","2","Brasil","ADMINISTRAÇÃO PÚBLICA","G","A Distância","Ceará","Aracati","VESTIBULAR","Ampla Concorrência","ATIVO","7",""
"e60ea887ed8ae1c6579c50cfdadf8731"," 2013102***","M","1981","Parda","2013","1","Brasil","ADMINISTRAÇÃO PÚBLICA","G","A Distância","Ceará","Redenção","VESTIBULAR","","ATIVO","16",""
"e6d36a2b9f6a2ae506e0d7a3d6456c66"," 2017100***","F","1998","Não declarada","2017","1","Brasil","ADMINISTRAÇÃO PÚBLICA","G","A Distância","Ceará","Aracati","SiSU","NENHUM","ATIVO","7",""
"e79933445985f05b92975dfb4bf4916c"," 2017208***","F","1996","Parda","2017","2","Brasil","ADMINISTRAÇÃO PÚBLICA","G","A Distância","Ceará","Aracati","VESTIBULAR","Não aplicavel","ATIVO","7",""
"e7a6885c535d538fe246270ae6392147"," 2017208***","F","1989","Parda","2017","2","Brasil","ADMINISTRAÇÃO PÚBLICA","G","A Distância","Ceará","Aracati","VESTIBULAR","Não aplicavel","ATIVO","7",""
"e916a73631cf834a25249dec15fc9030"," 2017206***","F","1975","Branca","2017","2","Brasil","ADMINISTRAÇÃO PÚBLICA","G","A Distância","Ceará","Aracati","VESTIBULAR","Ampla Concorrência","ATIVO","7",""
"e91d526389d4cf62f89e338273052926"," 2017100***","M","1985","Não declarada","2017","1","Brasil","ADMINISTRAÇÃO PÚBLICA","G","A Distância","Ceará","Aracati","SiSU","NENHUM","ATIVO","7",""
"ea5aa89ba821efa9678a8a6f3e3b2b05"," 2015200***","F","1992","Negra","2015","2","Brasil","ADMINISTRAÇÃO PÚBLICA","G","A Distância","Ceará","São Francisco do Conde","VESTIBULAR","ESCOLA PÚBLICA","ATIVO","11",""
"ec8bb73faceea2d7b2dbdd1c2a4a83af"," 2017207***","M","1991","Branca","2017","2","Brasil","ADMINISTRAÇÃO PÚBLICA","G","A Distância","Ceará","Aracati","VESTIBULAR","Ampla Concorrência","ATIVO","7",""
"ee4bb2539c6a0f6c845a5863243392b6"," 2015200***","F","1987","Parda","2015","2","Brasil","ADMINISTRAÇÃO PÚBLICA","G","A Distância","Ceará","São Francisco do Conde","VESTIBULAR","NENHUM","ATIVO","11",""
"eeac7f3ce2540790b3df913f22197779"," 2015200***","M","1987","Parda","2015","2","Brasil","ADMINISTRAÇÃO PÚBLICA","G","A Distância","Ceará","Redenção","VESTIBULAR","ESCOLA PÚBLICA","ATIVO","11",""
"f01322ec39f8d6ba41ec43b9c0988d52"," 2017207***","F","1988","Parda","2017","2","Brasil","ADMINISTRAÇÃO PÚBLICA","G","A Distância","Ceará","Aracati","VESTIBULAR","Ampla Concorrência","ATIVO","6",""
"f08734c9b569f27034fc6b61d6c1f0e2"," 2017100***","F","1994","Parda","2017","1","Brasil","ADMINISTRAÇÃO PÚBLICA","G","A Distância","Ceará","Aracati","SiSU","NENHUM","ATIVO","8",""
"f1934337fcb60981e2210a0b7e0c0e67"," 2017208***","M","1983","Parda","2017","2","Brasil","ADMINISTRAÇÃO PÚBLICA","G","A Distância","Ceará","Aracati","VESTIBULAR","Ampla Concorrência","ATIVO","7",""
"f4746b006d582bca614ba790171268dc"," 2015201***","M","1994","Parda","2015","2","Brasil","ADMINISTRAÇÃO PÚBLICA","G","A Distância","Ceará","Limoeiro do Norte","VESTIBULAR","NENHUM","ATIVO","11",""
"f685e62aecb7d4c392dd9c7432d495ba"," 2017208***","M","1979","Não declarada","2017","2","Brasil","ADMINISTRAÇÃO PÚBLICA","G","A Distância","Ceará","Aracati","VESTIBULAR","Não aplicavel","ATIVO","7",""
"f7aa407dd1c1a518902519451e3346b3"," 2017208***","F","1996","Parda","2017","2","Brasil","ADMINISTRAÇÃO PÚBLICA","G","A Distância","Ceará","Aracati","VESTIBULAR","Não aplicavel","ATIVO","6",""
"facb75b64a14a8d129a13ee081211fc1"," 2017209***","M","1993","Parda","2017","2","Brasil","ADMINISTRAÇÃO PÚBLICA","G","A Distância","Ceará","Aracati","VESTIBULAR","Não aplicavel","ATIVO","6",""
"fbac309b298eea6f607fef01dd66b017"," 2017101***","M","1999","Não declarada","2017","1","Brasil","ADMINISTRAÇÃO PÚBLICA","G","A Distância","Ceará","Aracati","SiSU","NENHUM","ATIVO","8",""
"fc1ec7340f8f26732a066b0884a168db"," 2017208***","F","1993","Parda","2017","2","Brasil","ADMINISTRAÇÃO PÚBLICA","G","A Distância","Ceará","Aracati","VESTIBULAR","Não aplicavel","ATIVO","7",""
"fc4751193a2041d1ad6c01f4a644c7cb"," 2017100***","M","1982","Não declarada","2017","1","Brasil","ADMINISTRAÇÃO PÚBLICA","G","A Distância","Ceará","Aracati","SiSU","NENHUM","ATIVO","7",""
"fc6b30c6f4ec6be1b1a6c729d78d8e1d"," 2017207***","F","1998","Parda","2017","2","Brasil","ADMINISTRAÇÃO PÚBLICA","G","A Distância","Ceará","Aracati","VESTIBULAR","Ampla Concorrência","ATIVO","7",""
"fe15f1300b394c075797d8d44a03c509"," 2017208***","M","1997","Parda","2017","2","Brasil","ADMINISTRAÇÃO PÚBLICA","G","A Distância","Ceará","Aracati","VESTIBULAR","Não aplicavel","ATIVO","7",""
"fe47c2b7597484c63386c65a507a01c1"," 2017100***","M","1980","Não declarada","2017","1","Brasil","ADMINISTRAÇÃO PÚBLICA","G","A Distância","Ceará","Aracati","SiSU","NENHUM","ATIVO","8",""
